state,move
_________________X____X_O_XO_O_X_XX_O_X_OO,5
_________________X_O__X_O_XO_O_X_XX_O_X_OO,1
_______________X_X_O__X_O_XO_O_X_XX_O_X_OO,0
_______________X_X_O__X_O_XO_O_X_XXOO_X_OO,6
_______________X_X_OX_X_O_XO_O_X_XXOO_X_OO,0
_______________X_X_OX_X_O_XOOO_X_XXOO_X_OO,0
_______________X_X_OXXX_O_XOOO_X_XXOO_X_OO,0
______________OX_X_OXXX_O_XOOO_X_XXOO_X_OO,0
_______X______OX_X_OXXX_O_XOOO_X_XXOO_X_OO,6
_______X_____OOX_X_OXXX_O_XOOO_X_XXOO_X_OO,0
X______X_____OOX_X_OXXX_O_XOOO_X_XXOO_X_OO,3
X______X__O__OOX_X_OXXX_O_XOOO_X_XXOO_X_OO,2
X______X__O__OOX_X_OXXX_O_XOOO_X_XXOOXX_OO,6
X_____OX__O__OOX_X_OXXX_O_XOOO_X_XXOOXX_OO,5
X_____OX__O_XOOX_X_OXXX_O_XOOO_X_XXOOXX_OO,3
X__O__OX__O_XOOX_X_OXXX_O_XOOO_X_XXOOXX_OO,5
X__O_XOX__O_XOOX_X_OXXX_O_XOOO_X_XXOOXX_OO,2
X__O_XOX__O_XOOX_X_OXXX_O_XOOOOX_XXOOXX_OO,2
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,3
_______________________________X______OX__,4
_______________________________XO_____OX__,3
________________________X______XO_____OX__,3
_________________O______X______XO_____OX__,4
_________________O______XX_____XO_____OX__,0
_________________O______XX_____XO__O__OX__,1
_________________O______XX_____XO__OX_OX__,0
_________________O______XX__O__XO__OX_OX__,4
_________________OX_____XX__O__XO__OX_OX__,4
___________O_____OX_____XX__O__XO__OX_OX__,0
___________O_____OX__X__XX__O__XO__OX_OX__,0
___________O__O__OX__X__XX__O__XO__OX_OX__,3
__________XO__O__OX__X__XX__O__XO__OX_OX__,3
___O______XO__O__OX__X__XX__O__XO__OX_OX__,0
___O___X__XO__O__OX__X__XX__O__XO__OX_OX__,5
___O___X__XO__O__OX__X__XX__O__XO__OX_OXO_,0
X__O___X__XO__O__OX__X__XX__O__XO__OX_OXO_,1
X__O___X__XO__O__OX__X__XX__OO_XO__OX_OXO_,1
X__O___X__XO__O__OX__XX_XX__OO_XO__OX_OXO_,6
X__O___X__XO__O__OX__XX_XX__OO_XO__OX_OXOO,2
X__O___X__XO__O__OX__XX_XX__OO_XO__OXXOXOO,6
X__O___X__XO__O__OX__XX_XX__OO_XO_OOXXOXOO,2
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,3
_______________________________X______OX__,2
_______________________________X_____OOX__,1
_______________________________X____XOOX__,2
______________________________OX____XOOX__,2
_______________________X______OX____XOOX__,2
________________O______X______OX____XOOX__,3
________________O______XX_____OX____XOOX__,3
________________OO_____XX_____OX____XOOX__,1
________________OO_____XX____XOX____XOOX__,4
________________OO_____XX____XOXO___XOOX__,1
________________OO____XXX____XOXO___XOOX__,4
________________OO____XXXO___XOXO___XOOX__,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,2
_______________________________O_____OXX__,2
______________________________XO_____OXX__,3
________________________O_____XO_____OXX__,3
_________________X______O_____XO_____OXX__,5
_________________X______O_____XO_____OXXO_,2
_________________X_____XO_____XO_____OXXO_,2
________________OX_____XO_____XO_____OXXO_,4
________________OX_____XO_____XOX____OXXO_,4
________________OX_____XOO____XOX____OXXO_,4
________________OXX____XOO____XOX____OXXO_,5
________________OXX____XOO____XOXO___OXXO_,4
___________X____OXX____XOO____XOXO___OXXO_,3
__________OX____OXX____XOO____XOXO___OXXO_,6
__________OX____OXX____XOO____XOXO___OXXOX,2
_________OOX____OXX____XOO____XOXO___OXXOX,3
___X_____OOX____OXX____XOO____XOXO___OXXOX,4
___XO____OOX____OXX____XOO____XOXO___OXXOX,2
__XXO____OOX____OXX____XOO____XOXO___OXXOX,0
__XXO____OOX____OXX____XOO____XOXO_O_OXXOX,0
__XXO____OOX____OXX____XOO__X_XOXO_O_OXXOX,0
__XXO____OOX____OXX__O_XOO__X_XOXO_O_OXXOX,0
__XXO____OOX__X_OXX__O_XOO__X_XOXO_O_OXXOX,6
__XXO____OOX__X_OXX__O_XOO__X_XOXOOO_OXXOX,1
__XXO____OOX__X_OXX__O_XOO__X_XOXOOOXOXXOX,0
__XXO__O_OOX__X_OXX__O_XOO__X_XOXOOOXOXXOX,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,1
_______________________________O____OXX___,2
______________________________XO____OXX___,5
______________________________XO____OXX_O_,3
________________________X_____XO____OXX_O_,2
_______________________OX_____XO____OXX_O_,3
_________________X_____OX_____XO____OXX_O_,3
__________O______X_____OX_____XO____OXX_O_,2
__________O_____XX_____OX_____XO____OXX_O_,5
__________O_____XX_____OX_____XO_O__OXX_O_,5
__________O_____XX_____OX_X___XO_O__OXX_O_,5
__________O_____XX_O___OX_X___XO_O__OXX_O_,0
__________O_____XX_O___OX_X___XO_O_XOXX_O_,1
__________O_____XX_O___OX_X__OXO_O_XOXX_O_,0
__________O_____XX_O___OX_X_XOXO_O_XOXX_O_,6
__________O_____XX_O___OX_X_XOXO_O_XOXX_OO,6
__________O_____XX_O___OX_X_XOXO_OXXOXX_OO,4
__________O_____XX_O___OX_X_XOXO_OXXOXXOOO,4
__________O_____XX_O___OX_X_XOXOXOXXOXXOOO,4
__________O_____XX_O___OXOX_XOXOXOXXOXXOOO,5
__________O_X___XX_O___OXOX_XOXOXOXXOXXOOO,4
__________O_X___XXOO___OXOX_XOXOXOXXOXXOOO,2
_________XO_X___XXOO___OXOX_XOXOXOXXOXXOOO,4
_________XOOX___XXOO___OXOX_XOXOXOXXOXXOOO,4
____X____XOOX___XXOO___OXOX_XOXOXOXXOXXOOO,3
___OX____XOOX___XXOO___OXOX_XOXOXOXXOXXOOO,6
___OX____XOOX___XXOO___OXOXXXOXOXOXXOXXOOO,6
___OX____XOOX___XXOOO__OXOXXXOXOXOXXOXXOOO,6
___OX____XOOXX__XXOOO__OXOXXXOXOXOXXOXXOOO,5
___OXO___XOOXX__XXOOO__OXOXXXOXOXOXXOXXOOO,0
___OXO___XOOXX__XXOOOX_OXOXXXOXOXOXXOXXOOO,0
___OXO___XOOXXO_XXOOOX_OXOXXXOXOXOXXOXXOOO,0
___OXO_X_XOOXXO_XXOOOX_OXOXXXOXOXOXXOXXOOO,0
O__OXO_X_XOOXXO_XXOOOX_OXOXXXOXOXOXXOXXOOO,1
O__OXO_X_XOOXXO_XXOOOXXOXOXXXOXOXOXXOXXOOO,1
__________________________________________,3
______________________________________X___,4
______________________________________XO__,4
________________________________X_____XO__,4
_________________________O______X_____XO__,3
_________________________O_____XX_____XO__,3
________________________OO_____XX_____XO__,1
________________________OO_____XX___X_XO__,1
________________________OO___O_XX___X_XO__,0
________________________OO___O_XX__XX_XO__,2
________________________OO___O_XX__XXOXO__,1
______________________X_OO___O_XX__XXOXO__,2
______________________X_OO___OOXX__XXOXO__,3
_________________X____X_OO___OOXX__XXOXO__,1
_______________O_X____X_OO___OOXX__XXOXO__,2
_______________O_X____XXOO___OOXX__XXOXO__,2
_______________OOX____XXOO___OOXX__XXOXO__,2
_________X_____OOX____XXOO___OOXX__XXOXO__,3
_________XO____OOX____XXOO___OOXX__XXOXO__,4
_________XO____OOXX___XXOO___OOXX__XXOXO__,0
_________XO____OOXX___XXOO__OOOXX__XXOXO__,2
__X______XO____OOXX___XXOO__OOOXX__XXOXO__,1
__X_____OXO____OOXX___XXOO__OOOXX__XXOXO__,3
__XX____OXO____OOXX___XXOO__OOOXX__XXOXO__,1
_OXX____OXO____OOXX___XXOO__OOOXX__XXOXO__,5
_OXX____OXO____OOXX___XXOO__OOOXX__XXOXOX_,0
_OXX____OXO____OOXX__OXXOO__OOOXX__XXOXOX_,0
_OXX____OXO___XOOXX__OXXOO__OOOXX__XXOXOX_,4
_OXX____OXOO__XOOXX__OXXOO__OOOXX__XXOXOX_,4
_OXXX___OXOO__XOOXX__OXXOO__OOOXX__XXOXOX_,6
_OXXX___OXOO__XOOXX__OXXOO__OOOXX__XXOXOXO,5
_OXXX___OXOO__XOOXX__OXXOO__OOOXXX_XXOXOXO,6
_OXXX___OXOO__XOOXX__OXXOO__OOOXXXOXXOXOXO,6
_OXXX___OXOO__XOOXX__OXXOO_XOOOXXXOXXOXOXO,5
_OXXX___OXOO__XOOXX__OXXOOOXOOOXXXOXXOXOXO,6
_OXXX___OXOO__XOOXX_XOXXOOOXOOOXXXOXXOXOXO,5
_OXXX___OXOO__XOOXXOXOXXOOOXOOOXXXOXXOXOXO,6
_OXXX___OXOO_XXOOXXOXOXXOOOXOOOXXXOXXOXOXO,6
_OXXX_O_OXOO_XXOOXXOXOXXOOOXOOOXXXOXXOXOXO,0
_OXXX_OXOXOO_XXOOXXOXOXXOOOXOOOXXXOXXOXOXO,0
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,3
_______________________________X______OX__,4
_______________________________XO_____OX__,3
________________________X______XO_____OX__,3
_________________O______X______XO_____OX__,4
_________________O______XX_____XO_____OX__,0
_________________O______XX_____XO__O__OX__,2
_________________O______XX_____XO__O_XOX__,2
_________________O______XX____OXO__O_XOX__,2
_________________O_____XXX____OXO__O_XOX__,0
_________________O_____XXX__O_OXO__O_XOX__,4
_________________OX____XXX__O_OXO__O_XOX__,4
___________O_____OX____XXX__O_OXO__O_XOX__,5
___________O_____OX____XXX__O_OXO__O_XOXX_,6
___________O_____OX____XXX__O_OXO__O_XOXXO,5
___________O_____OX____XXX__O_OXOX_O_XOXXO,0
___________O_____OX__O_XXX__O_OXOX_O_XOXXO,5
__________________________________________,3
______________________________________X___,5
______________________________________X_O_,5
_________________________________X____X_O_,3
_______________________________O_X____X_O_,2
_______________________________O_X___XX_O_,1
_______________________________O_X__OXX_O_,3
________________________X______O_X__OXX_O_,1
________________________X____O_O_X__OXX_O_,2
________________________X____OXO_X__OXX_O_,2
_______________________OX____OXO_X__OXX_O_,3
_________________X_____OX____OXO_X__OXX_O_,3
__________O______X_____OX____OXO_X__OXX_O_,5
__________O______X_____OX_X__OXO_X__OXX_O_,5
__________O______X_O___OX_X__OXO_X__OXX_O_,2
__________O_____XX_O___OX_X__OXO_X__OXX_O_,4
__________O_____XX_O___OX_X__OXO_X__OXXOO_,2
_________XO_____XX_O___OX_X__OXO_X__OXXOO_,6
_________XO_____XX_O___OX_X__OXO_X__OXXOOO,4
_________XO_____XX_O___OX_X__OXOXX__OXXOOO,4
_________XO_____XX_O___OXOX__OXOXX__OXXOOO,4
_________XO_____XXXO___OXOX__OXOXX__OXXOOO,5
_________XO_O___XXXO___OXOX__OXOXX__OXXOOO,3
___X_____XO_O___XXXO___OXOX__OXOXX__OXXOOO,6
___X_____XO_O___XXXO___OXOX__OXOXXO_OXXOOO,2
__XX_____XO_O___XXXO___OXOX__OXOXXO_OXXOOO,0
__XX_____XO_O___XXXO___OXOX__OXOXXOOOXXOOO,5
__XX_X___XO_O___XXXO___OXOX__OXOXXOOOXXOOO,0
__XX_X___XO_O___XXXO___OXOX_OOXOXXOOOXXOOO,0
__XX_X___XO_O___XXXO_X_OXOX_OOXOXXOOOXXOOO,0
__XX_X___XO_O_O_XXXO_X_OXOX_OOXOXXOOOXXOOO,6
__XX_X___XO_O_O_XXXO_X_OXOXXOOXOXXOOOXXOOO,6
__XX_X___XO_O_O_XXXOOX_OXOXXOOXOXXOOOXXOOO,6
__XX_X___XO_OXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,6
__XX_XO__XO_OXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,4
__XX_XO__XOXOXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,4
__XXOXO__XOXOXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,0
__XXOXOX_XOXOXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,0
O_XXOXOX_XOXOXO_XXXOOX_OXOXXOOXOXXOOOXXOOO,1
O_XXOXOX_XOXOXO_XXXOOXXOXOXXOOXOXXOOOXXOOO,1
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,3
_______________________________X____O_X___,4
_______________________________X____O_XO__,4
_______________________________XX___O_XO__,3
________________________O______XX___O_XO__,1
________________________O____X_XX___O_XO__,4
________________________OO___X_XX___O_XO__,4
__________________X_____OO___X_XX___O_XO__,3
_________________OX_____OO___X_XX___O_XO__,3
__________X______OX_____OO___X_XX___O_XO__,6
__________X______OX_____OO___X_XX___O_XO_O,6
__________X______OX_____OO___X_XX_X_O_XO_O,1
__________X______OX___O_OO___X_XX_X_O_XO_O,6
__________X______OX___O_OO_X_X_XX_X_O_XO_O,1
__________X____O_OX___O_OO_X_X_XX_X_O_XO_O,1
________X_X____O_OX___O_OO_X_X_XX_X_O_XO_O,6
________X_X____O_OX_O_O_OO_X_X_XX_X_O_XO_O,0
________X_X____O_OX_O_O_OO_X_X_XX_XXO_XO_O,6
________X_X__O_O_OX_O_O_OO_X_X_XX_XXO_XO_O,0
________X_X__O_O_OX_O_O_OO_XXX_XX_XXO_XO_O,0
________X_X__O_O_OX_OOO_OO_XXX_XX_XXO_XO_O,0
________X_X__OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,4
________X_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,1
_X______X_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,3
_X_O____X_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,0
_X_O___XX_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,6
_X_O__OXX_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,4
_X_OX_OXX_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,0
OX_OX_OXX_XO_OXO_OX_OOO_OO_XXX_XX_XXO_XO_O,2
OX_OX_OXX_XO_OXO_OX_OOO_OO_XXX_XX_XXOXXO_O,2
OX_OX_OXX_XO_OXO_OX_OOO_OO_XXXOXX_XXOXXO_O,2
OX_OX_OXX_XO_OXO_OX_OOOXOO_XXXOXX_XXOXXO_O,2
OX_OX_OXX_XO_OXOOOX_OOOXOO_XXXOXX_XXOXXO_O,2
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,3
________________________X______O______X___,1
________________________X______O____O_X___,4
________________________X______O____O_XX__,5
________________________X______O____O_XXO_,3
_________________X______X______O____O_XXO_,3
__________O______X______X______O____O_XXO_,4
__________O______X______X______OX___O_XXO_,4
__________O______X______XO_____OX___O_XXO_,1
__________O______X______XO___X_OX___O_XXO_,4
__________O______XO_____XO___X_OX___O_XXO_,4
__________OX_____XO_____XO___X_OX___O_XXO_,5
__________OX_____XO_____XO___X_OXO__O_XXO_,5
__________OX_____XO_____XOX__X_OXO__O_XXO_,5
__________OX_____XOO____XOX__X_OXO__O_XXO_,2
__________OX_____XOO____XOX__X_OXO__OXXXO_,1
__________OX_____XOO__O_XOX__X_OXO__OXXXO_,1
__________OX___X_XOO__O_XOX__X_OXO__OXXXO_,4
____O_____OX___X_XOO__O_XOX__X_OXO__OXXXO_,1
____O___X_OX___X_XOO__O_XOX__X_OXO__OXXXO_,0
____O___X_OX___X_XOO__O_XOX__X_OXO_OOXXXO_,2
____O___X_OX___X_XOO__O_XOX__XXOXO_OOXXXO_,0
____O___X_OX___X_XOO__O_XOX_OXXOXO_OOXXXO_,2
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,5
_______________________________O______X_X_,4
_______________________________O______XOX_,5
_______________________________O_X____XOX_,3
________________________O______O_X____XOX_,3
_________________X______O______O_X____XOX_,5
_________________X______O_O____O_X____XOX_,5
_________________X_X____O_O____O_X____XOX_,6
_________________X_X____O_O____O_X____XOXO,6
_________________X_X____O_O____O_XX___XOXO,6
_________________X_X____O_OO___O_XX___XOXO,0
_________________X_X____O_OO___O_XXX__XOXO,1
_________________X_X____O_OO___O_XXXO_XOXO,1
_________________X_X____O_OO_X_O_XXXO_XOXO,4
_________________X_X____O_OO_X_OOXXXO_XOXO,4
_________________X_X____OXOO_X_OOXXXO_XOXO,4
_________________XOX____OXOO_X_OOXXXO_XOXO,5
____________X____XOX____OXOO_X_OOXXXO_XOXO,6
____________X____XOXO___OXOO_X_OOXXXO_XOXO,6
____________XX___XOXO___OXOO_X_OOXXXO_XOXO,3
__________O_XX___XOXO___OXOO_X_OOXXXO_XOXO,1
__________O_XX___XOXO_X_OXOO_X_OOXXXO_XOXO,1
__________O_XX_O_XOXO_X_OXOO_X_OOXXXO_XOXO,0
__________O_XX_O_XOXO_X_OXOOXX_OOXXXO_XOXO,2
__________O_XX_O_XOXO_X_OXOOXX_OOXXXOOXOXO,1
________X_O_XX_O_XOXO_X_OXOOXX_OOXXXOOXOXO,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,4
_____________________________________OXX__,5
_____________________________________OXXO_,3
_______________________________X_____OXXO_,5
_______________________________X_O___OXXO_,5
__________________________X____X_O___OXXO_,3
________________________O_X____X_O___OXXO_,3
_________________X______O_X____X_O___OXXO_,2
_________________X______O_X___OX_O___OXXO_,5
_________________X_X____O_X___OX_O___OXXO_,5
____________O____X_X____O_X___OX_O___OXXO_,2
____________O____X_X___XO_X___OX_O___OXXO_,2
____________O___OX_X___XO_X___OX_O___OXXO_,4
____________O___OX_X___XO_X___OXXO___OXXO_,3
__________O_O___OX_X___XO_X___OXXO___OXXO_,0
__________O_O___OX_X___XO_X___OXXO_X_OXXO_,4
__________O_O___OX_X___XOOX___OXXO_X_OXXO_,4
__________O_O___OXXX___XOOX___OXXO_X_OXXO_,4
__________OOO___OXXX___XOOX___OXXO_X_OXXO_,2
_________XOOO___OXXX___XOOX___OXXO_X_OXXO_,2
__O______XOOO___OXXX___XOOX___OXXO_X_OXXO_,0
__O______XOOO___OXXX___XOOX_X_OXXO_X_OXXO_,0
__O______XOOO___OXXX_O_XOOX_X_OXXO_X_OXXO_,4
__O_X____XOOO___OXXX_O_XOOX_X_OXXO_X_OXXO_,3
__OOX____XOOO___OXXX_O_XOOX_X_OXXO_X_OXXO_,0
__OOX____XOOO_X_OXXX_O_XOOX_X_OXXO_X_OXXO_,5
__OOXO___XOOO_X_OXXX_O_XOOX_X_OXXO_X_OXXO_,6
__OOXO___XOOO_X_OXXX_O_XOOX_X_OXXO_X_OXXOX,0
__OOXO_O_XOOO_X_OXXX_O_XOOX_X_OXXO_X_OXXOX,1
__OOXO_O_XOOO_X_OXXX_O_XOOX_X_OXXO_XXOXXOX,1
__OOXO_O_XOOO_X_OXXX_O_XOOX_XOOXXO_XXOXXOX,1
__OOXO_O_XOOO_X_OXXX_OXXOOX_XOOXXO_XXOXXOX,1
__OOXO_O_XOOO_XOOXXX_OXXOOX_XOOXXO_XXOXXOX,6
__OOXO_O_XOOO_XOOXXX_OXXOOX_XOOXXOXXXOXXOX,0
O_OOXO_O_XOOO_XOOXXX_OXXOOX_XOOXXOXXXOXXOX,1
O_OOXO_OXXOOO_XOOXXX_OXXOOX_XOOXXOXXXOXXOX,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,3
________________________X______O______X___,5
________________________X______O______X_O_,1
________________________X______O____X_X_O_,2
________________________X______O____XOX_O_,2
________________________X_____XO____XOX_O_,5
________________________X_____XO_O__XOX_O_,6
________________________X_____XO_O__XOX_OX,2
_______________________OX_____XO_O__XOX_OX,6
_______________________OX_____XO_OX_XOX_OX,6
_______________________OX__O__XO_OX_XOX_OX,3
_________________X_____OX__O__XO_OX_XOX_OX,5
_________________X_____OX_OO__XO_OX_XOX_OX,5
_________________X_X___OX_OO__XO_OX_XOX_OX,3
__________O______X_X___OX_OO__XO_OX_XOX_OX,4
__________O______X_X___OX_OO__XO_OX_XOXXOX,6
__________O______X_XO__OX_OO__XO_OX_XOXXOX,2
__________O_____XX_XO__OX_OO__XO_OX_XOXXOX,4
__________O_____XX_XO__OX_OO__XOOOX_XOXXOX,6
__________O__X__XX_XO__OX_OO__XOOOX_XOXXOX,5
__________O_OX__XX_XO__OX_OO__XOOOX_XOXXOX,0
__________O_OX__XX_XO__OX_OO__XOOOXXXOXXOX,0
__________O_OX__XX_XO__OX_OOO_XOOOXXXOXXOX,1
__________O_OX__XX_XO__OX_OOOXXOOOXXXOXXOX,1
__________O_OX__XX_XO_OOX_OOOXXOOOXXXOXXOX,1
__________O_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,2
_________OO_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,2
__X______OO_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,1
__X_____OOO_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,1
_XX_____OOO_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,5
_XX__O__OOO_OX_XXX_XO_OOX_OOOXXOOOXXXOXXOX,4
_XX__O__OOO_OX_XXX_XO_OOXXOOOXXOOOXXXOXXOX,4
_XX__O__OOO_OX_XXXOXO_OOXXOOOXXOOOXXXOXXOX,4
_XX__O__OOOXOX_XXXOXO_OOXXOOOXXOOOXXXOXXOX,4
_XX_OO__OOOXOX_XXXOXO_OOXXOOOXXOOOXXXOXXOX,0
_XX_OO__OOOXOX_XXXOXOXOOXXOOOXXOOOXXXOXXOX,0
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,4
________________________O______XX_____XO__,3
_________________O______O______XX_____XO__,1
_________________O______O______XX___X_XO__,3
__________O______O______O______XX___X_XO__,3
___X______O______O______O______XX___X_XO__,0
___X______O______O______O______XX__OX_XO__,1
___X______O______O______O____X_XX__OX_XO__,1
___X______O______O____O_O____X_XX__OX_XO__,4
___X______O______O____O_OX___X_XX__OX_XO__,4
___X______O______OO___O_OX___X_XX__OX_XO__,1
___X______O____X_OO___O_OX___X_XX__OX_XO__,1
___X____O_O____X_OO___O_OX___X_XX__OX_XO__,0
___X____O_O____X_OO___O_OX__XX_XX__OX_XO__,0
___X____O_O____X_OO__OO_OX__XX_XX__OX_XO__,4
___X____O_OX___X_OO__OO_OX__XX_XX__OX_XO__,1
_O_X____O_OX___X_OO__OO_OX__XX_XX__OX_XO__,0
_O_X____O_OX__XX_OO__OO_OX__XX_XX__OX_XO__,0
_O_X___OO_OX__XX_OO__OO_OX__XX_XX__OX_XO__,5
_O_X___OO_OX__XX_OO__OO_OX__XX_XX__OX_XOX_,5
_O_X___OO_OX__XX_OO__OO_OX__XX_XXO_OX_XOX_,5
_O_X___OO_OX__XX_OO__OO_OXX_XX_XXO_OX_XOX_,5
_O_X___OO_OX__XX_OOO_OO_OXX_XX_XXO_OX_XOX_,5
_O_X___OO_OXX_XX_OOO_OO_OXX_XX_XXO_OX_XOX_,5
_O_X_O_OO_OXX_XX_OOO_OO_OXX_XX_XXO_OX_XOX_,6
_O_X_O_OO_OXX_XX_OOO_OO_OXX_XX_XXO_OX_XOXX,6
_O_X_O_OO_OXX_XX_OOO_OO_OXX_XX_XXOOOX_XOXX,2
_O_X_O_OO_OXX_XX_OOO_OO_OXX_XX_XXOOOXXXOXX,2
_O_X_O_OO_OXX_XX_OOO_OO_OXX_XXOXXOOOXXXOXX,2
_O_X_O_OO_OXX_XX_OOO_OOXOXX_XXOXXOOOXXXOXX,2
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,5
____________________________________O_X_X_,4
____________________________________O_XOX_,5
_________________________________X__O_XOX_,5
__________________________O______X__O_XOX_,3
__________________________O____X_X__O_XOX_,4
__________________________O____XOX__O_XOX_,4
_________________________XO____XOX__O_XOX_,5
___________________O_____XO____XOX__O_XOX_,4
__________________XO_____XO____XOX__O_XOX_,4
___________O______XO_____XO____XOX__O_XOX_,5
___________OX_____XO_____XO____XOX__O_XOX_,3
___________OX_____XO____OXO____XOX__O_XOX_,3
___________OX____XXO____OXO____XOX__O_XOX_,6
___________OX____XXO____OXO____XOX__O_XOXO,1
___________OX____XXO____OXO__X_XOX__O_XOXO,1
___________OX____XXO__O_OXO__X_XOX__O_XOXO,1
___________OX__X_XXO__O_OXO__X_XOX__O_XOXO,4
____O______OX__X_XXO__O_OXO__X_XOX__O_XOXO,0
____O______OX__X_XXO__O_OXO__X_XOX_XO_XOXO,6
____O______OX__X_XXO__O_OXO__X_XOXOXO_XOXO,6
____O______OX__X_XXO__O_OXOX_X_XOXOXO_XOXO,6
____O______OX__X_XXOO_O_OXOX_X_XOXOXO_XOXO,5
____OX_____OX__X_XXOO_O_OXOX_X_XOXOXO_XOXO,0
____OX_____OX__X_XXOO_O_OXOXOX_XOXOXO_XOXO,1
____OX__X__OX__X_XXOO_O_OXOXOX_XOXOXO_XOXO,6
____OX__X__OXO_X_XXOO_O_OXOXOX_XOXOXO_XOXO,1
_X__OX__X__OXO_X_XXOO_O_OXOXOX_XOXOXO_XOXO,3
_X__OX__X_OOXO_X_XXOO_O_OXOXOX_XOXOXO_XOXO,6
_X__OXX_X_OOXO_X_XXOO_O_OXOXOX_XOXOXO_XOXO,2
_X__OXX_X_OOXO_X_XXOO_O_OXOXOX_XOXOXOOXOXO,3
_X_XOXX_X_OOXO_X_XXOO_O_OXOXOX_XOXOXOOXOXO,0
_X_XOXX_X_OOXO_X_XXOOOO_OXOXOX_XOXOXOOXOXO,0
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,5
________________________O______X_____OX_X_,3
_________________O______O______X_____OX_X_,6
_________________O______O______X_____OX_XX,4
_________________O______O______X_____OXOXX,4
_________________O______O______XX____OXOXX,3
__________O______O______O______XX____OXOXX,3
___X______O______O______O______XX____OXOXX,5
___X______O______O______O______XXO___OXOXX,2
___X______O______O______O_____XXXO___OXOXX,5
___X______O______O______O_O___XXXO___OXOXX,2
___X______O______O_____XO_O___XXXO___OXOXX,5
___X______O______O_O___XO_O___XXXO___OXOXX,5
___X______O_X____O_O___XO_O___XXXO___OXOXX,4
___X______O_X____O_O___XOOO___XXXO___OXOXX,4
___X______O_X____OXO___XOOO___XXXO___OXOXX,2
___X______O_X___OOXO___XOOO___XXXO___OXOXX,2
___X_____XO_X___OOXO___XOOO___XXXO___OXOXX,5
___X_O___XO_X___OOXO___XOOO___XXXO___OXOXX,2
__XX_O___XO_X___OOXO___XOOO___XXXO___OXOXX,0
__XX_O___XO_X___OOXO___XOOO___XXXO_O_OXOXX,0
__XX_O___XO_X___OOXO___XOOO_X_XXXO_O_OXOXX,0
__XX_O___XO_X___OOXO_O_XOOO_X_XXXO_O_OXOXX,0
__XX_O___XO_X_X_OOXO_O_XOOO_X_XXXO_O_OXOXX,4
__XX_O___XOOX_X_OOXO_O_XOOO_X_XXXO_O_OXOXX,1
__XX_O___XOOX_X_OOXO_O_XOOO_X_XXXO_OXOXOXX,0
__XX_O_O_XOOX_X_OOXO_O_XOOO_X_XXXO_OXOXOXX,1
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,3
_______________________________X____O_X___,3
________________________O______X____O_X___,5
________________________O______X____O_X_X_,4
________________________O______X____O_XOX_,5
________________________O______X_X__O_XOX_,5
________________________O_O____X_X__O_XOX_,4
________________________O_O____XXX__O_XOX_,4
________________________OOO____XXX__O_XOX_,4
__________________X_____OOO____XXX__O_XOX_,0
__________________X_____OOO____XXX_OO_XOX_,5
__________________XX____OOO____XXX_OO_XOX_,1
__________________XX____OOO__O_XXX_OO_XOX_,3
_________________XXX____OOO__O_XXX_OO_XOX_,4
___________O_____XXX____OOO__O_XXX_OO_XOX_,1
___________O_____XXX__X_OOO__O_XXX_OO_XOX_,0
___________O_____XXX__X_OOO_OO_XXX_OO_XOX_,0
___________O_____XXX_XX_OOO_OO_XXX_OO_XOX_,4
____O______O_____XXX_XX_OOO_OO_XXX_OO_XOX_,1
